Customer Name,Buyer Segmentation,Year,Month,XWR,Total Qty
DELVIN PLASTICS PVT LTD,Loyal Customers,2020,December,127500.00,7
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2020,December,127500.00,13
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,108180.00,13.68
HAVELLS INDIA LTD.,Loyal Customers,2020,December,127500.00,18
HAVELLS INDIA LTD.,Loyal Customers,2020,December,127500.00,21
JINDAL POLYTUBES PVT LTD.,Loyal Customers,2020,December,127600.00,20
KRISHNA STAR MOULDING PVT LTD,Promising Customer,2020,December,128389.00,4
MANGLAM POLYMERS,Loyal Customers,2020,December,127589.00,10
S. N. PLAST INDUSTRIES,Loyal Customers,2020,December,128500.00,-1
S. N. PLAST INDUSTRIES,Loyal Customers,2020,December,128500.00,1
SARAS POLY PRODUCTS,Loyal Customers,2020,December,127789.00,10
SHREE LAXMI POLYSTOCK PVT LTD,Loyal Customers,2020,December,127600.00,21
SUNRISE ENTERPRISES,Loyal Customers,2020,December,127800.00,20
SUNSHINE POLYMERS,Potential Loyalists,2020,December,128289.00,3
SUNSHINE POLYMERS,Potential Loyalists,2020,December,128289.00,3
TIRUPATI OVERSEAS,Loyal Customers,2020,December,127600.00,22
3 R POLYMERS PVT LTD,Loyal Customers,2020,December,127700.00,19
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,108180.00,14.6
NEELGIRI ELECTRICALS,Loyal Customers,2020,December,127542.00,19
MANGLAM POLYVINYLS,Loyal Customers,2020,December,127700.00,15
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,128000.00,19
S PAL ENTERPRISES PVT LTD,Loyal Customers,2020,December,127700.00,20
SANCHETI VINYL,Loyal Customers,2020,December,127700.00,25
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,108200.00,18.407
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,108200.00,6.737
SUNRISE ENTERPRISES,Loyal Customers,2020,December,127800.00,10
SUNRISE ENTERPRISES,Loyal Customers,2020,December,127800.00,10
A.B. Plasto Pvt Ltd,Loyal Customers,2020,December,127842.00,10
AJAY POLYMERS,Loyal Customers,2020,December,127500.00,2
AJAY POLYMERS,Loyal Customers,2020,December,127500.00,25
AJAY POLYMERS,Loyal Customers,2020,December,127500.00,27
BANSAL AGENCIES,Loyal Customers,2020,December,127600.00,20
BGM PETROCHEM PVT LTD,Potential Loyalists,2020,December,127900.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,108180.00,9.02
GOLDEN ENTERPRISES,Loyal Customers,2020,December,127700.00,7
JINDAL POLYTUBES PVT LTD.,Loyal Customers,2020,December,127600.00,13
MARUTI OVERSEAS,Loyal Customers,2020,December,127700.00,18
NIRMESH,Loyal Customers,2020,December,127600.00,20
LANCER FOOTWEAR INDIA PVT LTD,Potential Loyalists,2020,December,127600.00,14.675
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2020,December,127600.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,108200.00,7.655
SIDDHARTH UDHYOG,Loyal Customers,2020,December,128289.00,10
SUNRISE ENTERPRISES,Loyal Customers,2020,December,127800.00,20
DELVIN PLASTICS PVT LTD,Loyal Customers,2020,December,127500.00,1
DELVIN PLASTICS PVT LTD,Loyal Customers,2020,December,127500.00,7
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2020,December,127500.00,13
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,108180.00,13.11
GATES INDIA PRIVATE LIMITED,Loyal Customers,2020,December,127900.00,15
MAHAVIR POLYPLAST PVT. LTD.,Loyal Customers,2020,December,128042.00,5
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,128000.00,20
SANGEETA CHEMICALS,Potential Loyalists,2020,December,128289.00,3
SHREE NAMOKKAR PRODUCTS,Loyal Customers,2020,December,127800.00,25
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,108200.00,5.607
SUNSHINE POLYMERS,Potential Loyalists,2020,December,128289.00,3
SUZUKI POLYMERS,Potential Loyalists,2020,December,128500.00,3
THE GREAT WALL POLY PLAST,Promising Customer,2020,December,128042.00,3
VEENA PIPE INDUSTRIES,Loyal Customers,2020,December,128042.00,4
AL ANWAR PIPE INDUSTRIES,Loyal Customers,2020,December,128500.00,2
ANAND MEHAN POLYMERS PVT. LTD.,Potential Loyalists,2020,December,128042.00,5.225
BALAJI IRRIGATION PVT LTD,Loyal Customers,2020,December,128189.00,5
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,108180.00,13.93
HAVELLS INDIA LTD.,Loyal Customers,2020,December,127500.00,15
HAVELLS INDIA LTD.,Loyal Customers,2020,December,127500.00,15
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2020,December,127600.00,20
MAHAVIR POLYPLAST PVT. LTD.,Loyal Customers,2020,December,128042.00,3
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,128000.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,108200.00,7.267
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,108400.00,15
SIGMA ORGANICS & CHEMICALS,Loyal Customers,2020,December,127700.00,22
SUNRISE ENTERPRISES,Loyal Customers,2020,December,127800.00,16
SUNSHINE POLYMERS,Potential Loyalists,2020,December,128289.00,3
VR POLYCHEM,Loyal Customers,2020,December,127942.00,6
DELVIN PLASTICS PVT LTD,Loyal Customers,2020,December,127500.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2020,December,127500.00,13
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,108180.00,13.27
JLOVES CHEM PRIVATE LIMITED,Promising Customer,2020,December,127700.00,25
S PAL ENTERPRISES PVT LTD,Loyal Customers,2020,December,127700.00,18
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,108200.00,7.339
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,108400.00,15
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,108400.00,5
ACME PLASTICS,Loyal Customers,2020,December,130900.00,8
AJAY POLYMERS,Loyal Customers,2020,December,130500.00,22
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,108180.00,-8.7
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,108180.00,8.7
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,8.7
HAVELLS INDIA LTD.,Loyal Customers,2020,December,130500.00,21
JINDAL POLYTUBES PVT LTD.,Loyal Customers,2020,December,130600.00,20
NIRMESH,Loyal Customers,2020,December,127600.00,20
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2020,December,127600.00,7
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2020,December,130600.00,11
SAARP ELECTRICALS (P) LTD,Promising Customer,2020,December,130700.00,21
SAXENA PLASTICS INDUSTRIES,Promising Customer,2020,December,127900.00,18
SIGMA ORGANICS & CHEMICALS,Loyal Customers,2020,December,127700.00,20
SUNRISE ENTERPRISES,Loyal Customers,2020,December,130800.00,19
EEM KAY EXTRUSION PVT. LTD.,Loyal Customers,2020,December,127800.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,13.59
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2020,December,130542.00,10
K.B. PIPE INDUSTRIES,Potential Loyalists,2020,December,131042.00,2
MANGLAM POLYVINYLS,Loyal Customers,2020,December,130700.00,15
MITRA INDUSTRIES LTD.,Loyal Customers,2020,December,131000.00,8.75
RAJKAMAL INDUSTRIES,Loyal Customers,2020,December,131500.00,1
UMESH UDYOG,Loyal Customers,2020,December,131500.00,1
RAM DUTT JAWAHAR LAL,Promising Customer,2020,December,131042.00,2
RATHI POLY PLAST P. LTD.,Promising Customer,2020,December,131389.00,6
SHREE CHEMICALS,Loyal Customers,2020,December,130700.00,25
SUNSHINE POLYMERS,Potential Loyalists,2020,December,131289.00,3
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,8.86
RAJATMETAAL POLYCHEM (P) LTD,Potential Loyalists,2020,December,130900.00,21
S. N. PLAST INDUSTRIES,Loyal Customers,2020,December,131500.00,0.975
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,17.367
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,21.148
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,8.97
NEELGIRI ELECTRICALS,Loyal Customers,2020,December,130542.00,19
M. M INDUSTRIES,Loyal Customers,2020,December,131500.00,2
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,22.38
SUNRISE ENTERPRISES,Loyal Customers,2020,December,130689.00,6
SUNSHINE POLYMERS,Potential Loyalists,2020,December,131289.00,3
BANSAL AGENCIES,Loyal Customers,2020,December,130600.00,22
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,13.79
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114400.00,15
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114400.00,15
RADHA PLASTIC INDUSTRIES,New Customers,2020,December,130900.00,19
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,131000.00,20
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,131000.00,19
SANGEETA CHEMICALS,Potential Loyalists,2020,December,131289.00,3
SHREE LAXMI POLYSTOCK PVT LTD,Loyal Customers,2020,December,130600.00,21
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,12.811
SUNRISE ENTERPRISES,Loyal Customers,2020,December,130800.00,5
SUNRISE ENTERPRISES,Loyal Customers,2020,December,130800.00,20
SUNRISE ENTERPRISES,Loyal Customers,2020,December,130689.00,2
SUNRISE ENTERPRISES,Loyal Customers,2020,December,130689.00,4
AL ANWAR PIPE INDUSTRIES,Loyal Customers,2020,December,131500.00,2
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,9.115
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,4.325
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114400.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,9.115
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114400.00,10
AJAY POLYMERS,Loyal Customers,2020,December,130500.00,22
ALP OVERSEAS (P) LTD.,Loyal Customers,2020,December,128442.00,10
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,8.85
ROOP POLYMERS LIMITED,Loyal Customers,2020,December,128542.00,5
SAMYAK POLYMERS,Loyal Customers,2020,December,128000.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,15.652
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114400.00,10
TIRUPATI OVERSEAS,Loyal Customers,2020,December,128100.00,22
DELVIN PLASTICS PVT LTD,Loyal Customers,2020,December,128000.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2020,December,128000.00,13
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,4.35
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114400.00,10
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,18
KESHAV INDUSTRIES,Loyal Customers,2020,December,130389.00,1
MOLIKA INDUSTRIES,Promising Customer,2020,December,130389.00,1
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,129000.00,19
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,10.157
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114400.00,20
AOV INTERNATIONAL LLP,Promising Customer,2020,December,129900.00,10
BALAJI IRRIGATION PVT LTD,Loyal Customers,2020,December,129800.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,4.66
M. M INDUSTRIES,Loyal Customers,2020,December,130500.00,1
SHREE LAXMI POLYSTOCK PVT LTD,Loyal Customers,2020,December,128100.00,20
VARDHMAN HOSES PVT. LTD.,Loyal Customers,2020,December,128400.00,18
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,4.46
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,13
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,18.536
TIRUPATI OVERSEAS,Loyal Customers,2020,December,128100.00,25
AL ANWAR PIPE INDUSTRIES,Loyal Customers,2020,December,130500.00,2
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,13.97
JAIN PLASTIC INDUSTRIES,Loyal Customers,2020,December,128200.00,10
JAIN POLYTECH PVT. LTD.,Loyal Customers,2020,December,128200.00,11
MARUTI OVERSEAS,Loyal Customers,2020,December,128200.00,25
R G INDUSTRIES,Potential Loyalists,2020,December,128400.00,22
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,129000.00,20
SAMYAK POLYMERS,Loyal Customers,2020,December,128000.00,21
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,6.957
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,9.057
SRI SUDARSHANA POLYMERS,Loyal Customers,2020,December,128542.00,1
SUNRISE ENTERPRISES,Loyal Customers,2020,December,129000.00,10
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,4.45
GOLDEN ENTERPRISES,Loyal Customers,2020,December,128200.00,25
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,21
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,21
JINDAL POLYTUBES PVT LTD.,Loyal Customers,2020,December,128000.00,7
JINDAL POLYTUBES PVT LTD.,Loyal Customers,2020,December,128000.00,20
NIRMESH,Loyal Customers,2020,December,128000.00,16
POLY PRODUCTS,Loyal Customers,2020,December,128000.00,25
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,129000.00,17
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,15.025
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114400.00,20
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114400.00,20
SUNSHINE POLYMERS,Potential Loyalists,2020,December,130289.00,3
VR POLYCHEM,Loyal Customers,2020,December,128400.00,10
DELVIN PLASTICS PVT LTD,Loyal Customers,2020,December,128000.00,1
DELVIN PLASTICS PVT LTD,Loyal Customers,2020,December,128000.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2020,December,128000.00,12
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,17.87
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,21
POLY PRODUCTS,Loyal Customers,2020,December,128000.00,25
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,129000.00,26
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2020,December,129000.00,19
SAARP ELECTRICALS (P) LTD,Promising Customer,2020,December,128200.00,22
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114400.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114200.00,15.9
SRG INDUSTRIES,Potential Loyalists,2020,December,130500.00,5
3 R POLYMERS PVT LTD,Loyal Customers,2020,December,128200.00,19.85
DELVIN PLASTICS PVT LTD,Loyal Customers,2020,December,128000.00,6
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2020,December,128000.00,14
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114180.00,12.64
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114400.00,15
FENESTA BUILDING PRODUCTS,Loyal Customers,2020,December,114400.00,15
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,26
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,18
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,19
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,18
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,15
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,4
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,22
HAVELLS INDIA LTD.,Loyal Customers,2020,December,128000.00,20
NEELGIRI ELECTRICALS,Loyal Customers,2020,December,127942.00,23
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2020,December,128000.00,23
S PAL ENTERPRISES PVT LTD,Loyal Customers,2020,December,128000.00,22
SANGEETA CHEMICALS,Potential Loyalists,2020,December,130289.00,3
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2020,December,114400.00,12.75
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,114180.00,13.64
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,114180.00,-13.64
ROOP RUBBER MILLS LIMITED,Loyal Customers,2021,January,128300.00,16
TIRUPATI OVERSEAS,Loyal Customers,2021,January,128200.00,25
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,18.39
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,13.64
M. M INDUSTRIES,Loyal Customers,2021,January,130000.00,2
SHRI POLYTUBES,Loyal Customers,2021,January,128200.00,3
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,13.84
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118600.00,16.72
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,4.82
NANDINI POLYMERS,Loyal Customers,2021,January,127400.00,0.525
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118600.00,7.671
VEENA PIPE INDUSTRIES,Loyal Customers,2021,January,127250.00,1
AJAY POLYMERS,Loyal Customers,2021,January,124000.00,18
AJAY POLYMERS,Loyal Customers,2021,January,124000.00,22
AJAY POLYMERS,Loyal Customers,2021,January,124000.00,22
DELVIN PLASTICS PVT LTD,Loyal Customers,2021,January,126500.00,7
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2021,January,126500.00,14
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,9.07
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118600.00,12.67
SUNRISE ENTERPRISES,Loyal Customers,2021,January,125200.00,10
AL ANWAR PIPE INDUSTRIES,Loyal Customers,2021,January,126000.00,2
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2021,January,124000.00,19
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2021,January,124000.00,16
RAJKAMAL INDUSTRIES,Loyal Customers,2021,January,126000.00,1
UMESH UDYOG,Loyal Customers,2021,January,126000.00,1
RS PROFILES PRIVATE LIMITED,Loyal Customers,2021,January,124500.00,5
SHREE LAXMI POLYSTOCK PVT LTD,Loyal Customers,2021,January,124100.00,25
SHRI RAM PVC EXTRUSIONS,Loyal Customers,2021,January,125800.00,1
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118600.00,5.71
SUNRISE ENTERPRISES,Loyal Customers,2021,January,125200.00,20
SUNSHINE POLYMERS,Potential Loyalists,2021,January,125900.00,3
AJAY POLYMERS,Loyal Customers,2021,January,124000.00,22
BANSAL AGENCIES,Loyal Customers,2021,January,124100.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,9.1
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,22
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,20
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,19
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,21
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,21
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2021,January,124100.00,10
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2021,January,124000.00,20
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2021,January,124000.00,25
SHAHJI POLYMERS,Potential Loyalists,2021,January,125900.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118600.00,19.766
SUNRISE ENTERPRISES,Loyal Customers,2021,January,125200.00,19
ACME PLASTICS,Loyal Customers,2021,January,124400.00,5
AJAY POLYMERS,Loyal Customers,2021,January,124000.00,22
BALAJI IRRIGATION PVT LTD,Loyal Customers,2021,January,125000.00,19.975
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,13.34
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,21
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,21
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,21
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2021,January,124000.00,25
LOROM INDIA CORPORATION P. LTD,Promising Customer,2021,January,124800.00,10
M. M INDUSTRIES,Loyal Customers,2021,January,126000.00,2
SANGEETA CHEMICALS,Potential Loyalists,2021,January,125400.00,3
SHREE NAMOKKAR PRODUCTS,Loyal Customers,2021,January,124400.00,25
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118600.00,17.205
SUNSHINE POLYMERS,Potential Loyalists,2021,January,125900.00,3
SUZUKI POLYMERS,Potential Loyalists,2021,January,126000.00,3
BANSAL AGENCIES,Loyal Customers,2021,January,124100.00,20
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2021,January,124000.00,21
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2021,January,124000.00,28
MARVEL VINYL LIMITED,Promising Customer,2021,January,124300.00,21
MOHAN WAX AND CHEM,Loyal Customers,2021,January,124400.00,16
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2021,January,125000.00,19
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118600.00,9.699
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118800.00,20
SUNRISE ENTERPRISES,Loyal Customers,2021,January,125200.00,11
SUNRISE ENTERPRISES,Loyal Customers,2021,January,125200.00,20
SWASTIK CHEMICALS,Promising Customer,2021,January,124400.00,25
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,17.72
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,9.29
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2021,January,124000.00,20
POLY PRODUCTS,Loyal Customers,2021,January,124100.00,25
SANCHETI POLYMERS LLP,Loyal Customers,2021,January,124000.00,21
SANCHETI POLYMERS LLP,Loyal Customers,2021,January,124000.00,21
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118600.00,12.162
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118800.00,10
TRI SHAKTI POLYVIN PVT LTD,Loyal Customers,2021,January,124400.00,22
DEVANSH CHEMICALS PVT. LTD,Promising Customer,2021,January,124200.00,20
DEVANSH CHEMICALS PVT. LTD,Promising Customer,2021,January,124200.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,4.37
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,17
POLY PRODUCTS,Loyal Customers,2021,January,124100.00,25
R G INDUSTRIES,Potential Loyalists,2021,January,124400.00,25
RAJGHARIA CHEMICALS,Promising Customer,2021,January,124250.00,25
SHREE LAXMI POLYSTOCK PVT LTD,Loyal Customers,2021,January,124100.00,21
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118600.00,19.665
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2021,January,118800.00,20
DELVIN PLASTICS PVT LTD,Loyal Customers,2021,January,124000.00,13
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2021,January,124000.00,8
EEM KAY EXTRUSION PVT. LTD.,Loyal Customers,2021,January,124400.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,8.86
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,22
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,22
HAVELLS INDIA LTD.,Loyal Customers,2021,January,124010.00,22
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2021,January,124000.00,25
NANDINI POLYMERS,Loyal Customers,2021,January,125900.00,0.5
REX PIPES & CABLES INDUSTRIES LTD,Loyal Customers,2021,January,125000.00,19
SANCHETI POLYMERS LLP,Loyal Customers,2021,January,124000.00,25
SHREE LAXMI POLYSTOCK PVT LTD,Loyal Customers,2021,January,124100.00,28
SHRI POLYTUBES,Loyal Customers,2021,January,125200.00,3
DEVANSH CHEMICALS PVT. LTD,Promising Customer,2021,January,124200.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,8.76
GATES INDIA PRIVATE LIMITED,Loyal Customers,2021,January,124400.00,15
NEELGIRI ELECTRICALS,Loyal Customers,2021,January,124100.00,22
JAIN PLASTIC INDUSTRIES,Loyal Customers,2021,January,124200.00,10
JAIN POLYTECH PVT. LTD.,Loyal Customers,2021,January,124200.00,15
PPAP AUTOMOTIVE LIMITED,Potential Loyalists,2021,January,128000.00,3
RAJKAMAL INDUSTRIES,Loyal Customers,2021,January,126000.00,1
SHREE LAXMI POLYSTOCK PVT LTD,Loyal Customers,2021,January,124100.00,28
SUNRISE ENTERPRISES,Loyal Customers,2021,January,125200.00,10
SUNSHINE POLYMERS,Potential Loyalists,2021,January,125400.00,3
SURBHI POLYMERS AND CONTAINER,Potential Loyalists,2021,January,125400.00,5
TIRUPATI OVERSEAS,Loyal Customers,2021,January,124200.00,25
B S POLYMERS,Promising Customer,2021,January,124200.00,22
DELVIN PLASTICS PVT LTD,Loyal Customers,2021,January,124000.00,8
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2021,January,124000.00,13
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,13.36
J P POLYHUB PRIVATE LIMITED,Loyal Customers,2021,January,124000.00,25
RAJATMETAAL POLYCHEM (P) LTD,Potential Loyalists,2021,January,124400.00,21
ROOP RUBBER MILLS LIMITED,Loyal Customers,2021,January,124300.00,20
3 R POLYMERS PVT LTD,Loyal Customers,2021,January,123600.00,25
BHALLA INTERNATIONAL,Potential Loyalists,2021,January,123800.00,10
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,16.23
KAUSHAL PIPEWALA,New Customers,2021,January,126000.00,1
KEI INDUSTRIES LIMITED,Promising Customer,2021,January,123200.00,21
MANGLAM POLYMERS,Loyal Customers,2021,January,123700.00,21
MOLIKA INDUSTRIES,Promising Customer,2021,January,125400.00,2
SUNRISE ENTERPRISES,Loyal Customers,2021,January,124200.00,5
ACME PLASTICS,Loyal Customers,2021,January,123400.00,5
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,8.91
KEI INDUSTRIES LIMITED,Promising Customer,2021,January,123200.00,18
NIRMESH,Loyal Customers,2021,January,123800.00,16
SRM PLASTOCHEM PVT LTD,Loyal Customers,2021,January,124900.00,5
SUNRISE ENTERPRISES,Loyal Customers,2021,January,124200.00,20
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,17.78
KEI INDUSTRIES LIMITED,Loyal Customers,2021,January,123200.00,2.7
KEI INDUSTRIES LIMITED,Promising Customer,2021,January,123200.00,10.3
SARAL POLYCHEM,Promising Customer,2021,January,123800.00,15
ALP OVERSEAS (P) LTD.,Loyal Customers,2021,January,124500.00,6.6
FENESTA BUILDING PRODUCTS,Loyal Customers,2021,January,118180.00,9.39
ROOP POLYMERS LIMITED,Loyal Customers,2021,January,124300.00,5.4
SRI SUDARSHANA POLYMERS,Loyal Customers,2021,January,124500.00,1
