Customer Name,Buyer Segmentation,Year,Month,XWR,Total Qty
SHIVAM POLYMERS,At Risk Customer,2017,June,71359.00,3
SUNRISE ENTERPRISES,Loyal Customers,2017,June,70800.00,0.5
SUNRISE ENTERPRISES,Loyal Customers,2017,June,70300.00,12.75
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,5.22
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,June,71159.00,5
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,June,70500.00,16
SUNRISE ENTERPRISES,Loyal Customers,2017,June,70300.00,16
SUNRISE ENTERPRISES,Loyal Customers,2017,June,70300.00,11.75
SUNRISE ENTERPRISES,Loyal Customers,2017,June,70800.00,5
ACURA EXTRUSION INDIA PRIVATE LTD.,Loyal Customers,2017,June,70500.00,8
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.76
RADHA RANI FOOT WEAR,Potential Loyalists,2017,June,70500.00,7
SHIV POLY PLAST,Loyal Customers,2017,June,70250.00,5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,71250.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,8.56
MARUTI OVERSEAS,Loyal Customers,2017,June,69834.00,49
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,71250.00,15
SUNRISE ENTERPRISES,Loyal Customers,2017,June,70300.00,16
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,4.52
GOWELL RUBBER INDUSTRIES,Customers Needing Attention,2017,June,71459.00,1
MANGLAM POLYVINYLS,Loyal Customers,2017,June,70259.00,6
RAJKAMAL INDUSTRIES,Loyal Customers,2017,June,71400.00,1
ROOP POLYMERS LIMITED,Loyal Customers,2017,June,71359.00,3
SHIVAM POLYMERS,At Risk Customer,2017,June,71359.00,2
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,71250.00,7
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,71050.00,5.21
ACME PLASTICS,Loyal Customers,2017,June,70809.00,4
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,14.9
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69800.00,16
RAJKAMAL INDUSTRIES,Loyal Customers,2017,June,71400.00,2
SHREE MAHESHWARI INDUSTRIES,Potential Loyalists,2017,June,70200.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,71050.00,2.85
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,June,71959.00,1.3
UMESH UDYOG,Loyal Customers,2017,June,71400.00,1
DELVIN PLASTICS PVT LTD,Loyal Customers,2017,June,70550.00,9
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,June,70550.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,10.02
JAMNA IRRIGATION PVT LTD.,Potential Loyalists,2017,June,70300.00,4.5
JANTA FOOTWEAR PRIVATE LIMITED,Promising Customer,2017,June,69900.00,19
MANGLAM POLYMERS,Loyal Customers,2017,June,70400.00,3
MANGLAM POLYMERS,Loyal Customers,2017,June,70400.00,13
SARAS POLY PRODUCTS,Loyal Customers,2017,June,70300.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69900.00,3.7
SUNRISE ENTERPRISES,Loyal Customers,2017,June,70400.00,1.5
VICTOR CORPORATION,Customers Needing Attention,2017,June,70100.00,17
VICTOR CORPORATION,Customers Needing Attention,2017,June,70100.00,17
VICTOR CORPORATION,Customers Needing Attention,2017,June,70100.00,16
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,10.08
KUMAR ARCH TECH PVT. LTD.,Customers Needing Attention,2017,June,70100.00,16
RS PROFILES PRIVATE LIMITED,Loyal Customers,2017,June,70459.00,3
SHIVAM POLYMERS,At Risk Customer,2017,June,70459.00,3
SHIVAM POLYMERS,At Risk Customer,2017,June,70459.00,2
SRI SUDARSHANA POLYMERS,Loyal Customers,2017,June,71700.00,2
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69900.00,17
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,16
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,16
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,17
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,17
EVEREST CABLES & CONNECTORS PV,Customers Needing Attention,2017,June,70459.00,5
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,10
H S I  AUTOMOTIVES  PVT. LTD.,Customers Needing Attention,2017,June,81500.00,14
H S I  AUTOMOTIVES  PVT. LTD.,Customers Needing Attention,2017,June,85500.00,6
NEELGIRI ELECTRICALS,Loyal Customers,2017,June,70550.00,10
NEELGIRI ELECTRICALS,Loyal Customers,2017,June,70550.00,10
NORTHERN INDIA LEATHER CLOTH,Loyal Customers,2017,June,73459.00,1.5
SAXENA PLASTIC INDUSTRIES (UNIT 2),Customers Needing Attention,2017,June,69600.00,9.7
SAXENA PLASTIC INDUSTRIES (UNIT 2),Customers Needing Attention,2017,June,69600.00,0.025
SAXENA PLASTICS INDUSTRIES,Promising Customer,2017,June,69600.00,0.25
SHIV POLY PLAST,Loyal Customers,2017,June,70250.00,4.75
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,71050.00,4.01
SUNRISE ENTERPRISES,Loyal Customers,2017,June,70400.00,19
VETO SWITCHGEARS AND CABLES,Lost Customers,2017,June,70800.00,19
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,4
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,4
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,4
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,4
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,1
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,7
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,4
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,3
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,3
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,15
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,5
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,17
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,17
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,22
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,4.98
KUMAR ARCH TECH PVT. LTD.,Customers Needing Attention,2017,June,70100.00,16
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,71050.00,5
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69900.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69900.00,16
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69900.00,16
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,73250.00,1.5
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,20
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,12
3 R POLYMERS PVT LTD,Loyal Customers,2017,June,70100.00,9.5
3 R POLYMERS PVT LTD,Loyal Customers,2017,June,72300.00,9.525
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,7.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,12.5
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,17
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,25
DELVIN PLASTICS PVT LTD,Loyal Customers,2017,June,70550.00,10
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,June,70550.00,9
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,June,70550.00,2
EL-CHEM POLYMERS,Customers Needing Attention,2017,June,71500.00,1
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.54
KUMAR ARCH TECH PVT. LTD.,Customers Needing Attention,2017,June,70100.00,10
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69800.00,15
RAJKAMAL INDUSTRIES,Loyal Customers,2017,June,70700.00,1
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,69150.00,20
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,69150.00,22
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,69150.00,8
SHIV POLY PLAST,Loyal Customers,2017,June,70250.00,4
SHIV POLY PLAST,Loyal Customers,2017,June,70250.00,1
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70650.00,10
SIDDHARTH UDHYOG,Loyal Customers,2017,June,70200.00,10
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,20
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,16
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,13
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,21
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,12.5
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,6
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,6.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,12.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,2.5
BALAJI IRRIGATION PVT LTD,Loyal Customers,2017,June,70200.00,20
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,20
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,17
BHALLA INTERNATIONAL,Potential Loyalists,2017,June,71500.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,13.9
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,70300.00,17
MITRA INDUSTRIES LTD.,Loyal Customers,2017,June,73259.00,6.5
P.C. PLASTIC,Lost Customers,2017,June,70300.00,3
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69800.00,13
SHIVAM POLYMERS,At Risk Customer,2017,June,70459.00,3
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70650.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70450.00,4.3
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,16
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,June,71959.00,2
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,June,71959.00,2
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,21
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,12.5
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,12.5
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,22
DHABRIYA POLYWOOD LTD.,Potential Loyalists,2017,June,69600.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,11.62
KAMAL POLYMERS,Customers Needing Attention,2017,June,69916.00,2.475
KAMAL POLYMERS,Customers Needing Attention,2017,June,69916.00,2.525
MITRA INDUSTRIES LTD.,Loyal Customers,2017,June,73259.00,7
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,June,69750.00,10
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,June,69250.00,6
RS PROFILES PRIVATE LIMITED,Loyal Customers,2017,June,70459.00,3
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,5
SHREE MAHESHWARI INDUSTRIES,Potential Loyalists,2017,June,70100.00,7
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70450.00,1.1
SRIRAM CABLES (P) LTD.,Loyal Customers,2017,June,70050.00,17
SRIRAM CABLES (P) LTD.,Loyal Customers,2017,June,70050.00,16
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,8
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,5
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,8
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,June,71959.00,1
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68950.00,13
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68950.00,7
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,1
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,1
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,1
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,12
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,2.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,2.5
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,17
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,17
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,13.76
GOWELL RUBBER INDUSTRIES,Customers Needing Attention,2017,June,71459.00,1.5
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,70300.00,17
MANGLAM POLYMERS,Loyal Customers,2017,June,70400.00,12
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69800.00,15
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,15
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,21
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,19
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,19
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,21
SARUNDA PLASTICS,Customers Needing Attention,2017,June,70700.00,10
SHREE MAHESHWARI INDUSTRIES,Potential Loyalists,2017,June,70100.00,5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70450.00,9.1
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,20
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,13
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,3
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,17
SUNRISE ENTERPRISES,Loyal Customers,2017,June,70100.00,2
SUNRISE ENTERPRISES,Loyal Customers,2017,June,69600.00,9.6
TECHNO AUTO COMPONENTS (I) PVT,Customers Needing Attention,2017,June,71459.00,1
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,20
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,20
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,15
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,22
DELVIN PLASTICS PVT LTD,Loyal Customers,2017,June,70550.00,9
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,June,70550.00,10
DHABRIYA POLYWOOD LTD.,Potential Loyalists,2017,June,69600.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.46
KRISHNA PRODUCTS,Customers Needing Attention,2017,June,70300.00,5
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,June,69750.00,16
ROOP RUBBER MILLS LIMITED,Loyal Customers,2017,June,71359.00,4
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,69150.00,20
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,69150.00,22
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,69150.00,8
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,15
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,15
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,19
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,19
SHIVAM POLYMERS,At Risk Customer,2017,June,70459.00,2
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70650.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70450.00,1.97
TRI SHAKTI POLYVIN PVT LTD,Loyal Customers,2017,June,69450.00,15
A.B. Plasto Pvt Ltd,Loyal Customers,2017,June,68850.00,3
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,16
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,9
AJAY POLYMERS,Loyal Customers,2017,June,69050.00,14
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68950.00,14
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68950.00,6
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,9
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,3.5
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,12.5
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,12.5
AMBICA POLYTUBES,Loyal Customers,2017,June,69050.00,12.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,15
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69200.00,5
BANSAL AGENCIES,Customers Needing Attention,2017,June,69600.00,15
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,22
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,16
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,22
BANSAL AGENCIES,Customers Needing Attention,2017,June,69600.00,20
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,7.5
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,70300.00,13
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,70300.00,3
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,June,69750.00,4
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,June,69750.00,10
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,June,69750.00,15
ROOP RUBBER MILLS LIMITED,Loyal Customers,2017,June,71359.00,4
S PAL ENTERPRISES PVT LTD,Loyal Customers,2017,June,70050.00,16
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,19
SANCHETI VINYL,Loyal Customers,2017,June,69116.00,19
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,5
SHIVAM POLYMERS,At Risk Customer,2017,June,70459.00,1
SIDDHARTH UDHYOG,Loyal Customers,2017,June,70200.00,10
TOOLS & HARDWARE STORES,About To Sleep,2017,June,70300.00,8
BANSAL AGENCIES,Customers Needing Attention,2017,June,69100.00,22
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,12.28
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70650.00,5
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68950.00,10
DELVIN PLASTICS PVT LTD,Loyal Customers,2017,June,70550.00,9
DELVIN PLASTICS PVT LTD (UNIT-II),Loyal Customers,2017,June,70550.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,6.48
HIMGIRI ENTERPRISES PVT. LTD,Loyal Customers,2017,June,69900.00,5
NEELGIRI ELECTRICALS,Loyal Customers,2017,June,70375.00,19
Rajendra Chemicals,Customers Needing Attention,2017,June,69900.00,1
Rajendra Chemicals,Customers Needing Attention,2017,June,69900.00,9
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,June,69750.00,4
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,June,69750.00,10
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,June,69750.00,5
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,June,69750.00,2
RMG POLYVINYL INDIA LTD,Loyal Customers,2017,June,69750.00,1.825
SAXENA PLASTIC INDUSTRIES (UNIT 2),Customers Needing Attention,2017,June,69600.00,10
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70650.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70450.00,2.1
VAISNAVI POLYMERS PRIVATE LIMITED,Customers Needing Attention,2017,June,70459.00,4
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,12
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,4
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69050.00,15
BIHANI MANUFACTURING CO PVT LTD,About To Sleep,2017,June,70400.00,17
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,15.14
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,20
J.P. CHEMICALS,Loyal Customers,2017,June,69550.00,10
J.P. CHEMICALS,Loyal Customers,2017,June,69550.00,8.956
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,12
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,12
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,12
NIRMESH ENTERPRISES PVT LTD,At Risk Customer,2017,June,69500.00,16
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69500.00,13
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69500.00,10
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,70650.00,20
3 R POLYMERS PVT LTD,Loyal Customers,2017,June,71850.00,17
ASHIRWAD POLYPLAST PVT LTD,Loyal Customers,2017,June,69650.00,5
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,14.56
Gautam Polychem Pvt. Ltd.,Lost Customers,2017,June,69500.00,10
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,17
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,17
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,19
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,12
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,16
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,25
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,19
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,15
KAMAL POLYMERS,Customers Needing Attention,2017,June,69800.00,5
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,15
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,15
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,June,69459.00,6
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,June,69459.00,10
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69500.00,17
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,30
SRM PLASTOCHEM PVT LTD,Loyal Customers,2017,June,70300.00,5
VICTOR CORPORATION,Customers Needing Attention,2017,June,69300.00,17
VICTOR CORPORATION,Customers Needing Attention,2017,June,69300.00,17
ALP OVERSEAS (P) LTD.,Loyal Customers,2017,June,71700.00,8
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,5
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,7.5
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,8.5
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,4
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69050.00,12.5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,69050.00,2.5
DHABRIYA POLYWOOD LTD.,Potential Loyalists,2017,June,69600.00,10
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.54
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,14
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,19
HAVELLS INDIA LTD.,Loyal Customers,2017,June,68748.00,19
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,16
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,19
RAJKAMAL INDUSTRIES,Loyal Customers,2017,June,70500.00,1
RAMANAND ENTERPRISES INDIA PVT. LTD,Loyal Customers,2017,June,68900.00,21
RAMANAND ENTERPRISES INDIA PVT. LTD,Loyal Customers,2017,June,68900.00,21
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,68550.00,4.025
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,68550.00,1
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,68550.00,7.975
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,68550.00,17
SAMANA PLASTIC LIMITED,At Risk Customer,2017,June,68550.00,20
SHIV POLY PLAST,Loyal Customers,2017,June,69800.00,5
SHIVAM POLYMERS,At Risk Customer,2017,June,70459.00,2
SHRI RAM PVC EXTRUSIONS,Loyal Customers,2017,June,69350.00,5
SHRIRAM AXIALL PVT. LTD.,Loyal Customers,2017,June,69650.00,10
SWASTIK POLYVINYLS PVT. LTD.,Customers Needing Attention,2017,June,71959.00,14.5
VICTOR CORPORATION,Customers Needing Attention,2017,June,69300.00,21
VICTOR CORPORATION,Customers Needing Attention,2017,June,69300.00,17
VICTOR CORPORATION,Customers Needing Attention,2017,June,69300.00,17
AMBA POLY PLAST LIMITED,At Risk Customer,2017,June,68450.00,15
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,12.5
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,7.5
AMBICA POLYTUBES,Loyal Customers,2017,June,68650.00,5
ATUL PUMPS PRIVATE LIMITED(UNIT-II),Loyal Customers,2017,June,68650.00,15
FENESTA BUILDING PRODUCTS,At Risk Customer,2017,June,70780.00,9.67
GATES INDIA PRIVATE LIMITED,Loyal Customers,2017,June,71550.00,10
INDO TECH AUTO PARTS PVT LTD,Customers Needing Attention,2017,June,69559.00,1.975
INDO TECH AUTO PARTS PVT LTD,Customers Needing Attention,2017,June,69559.00,1.975
INDO TECH AUTO PARTS PVT LTD,Customers Needing Attention,2017,June,69559.00,0.025
INDO TECH AUTO PARTS PVT LTD,Customers Needing Attention,2017,June,69559.00,-1.975
JANTA FOOTWEAR PRIVATE LIMITED,Promising Customer,2017,June,69300.00,19
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,19
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,12
KEI INDUSTRIES LIMITED,Loyal Customers,2017,June,69800.00,19
MIRAJ PIPES & FITTINGS PVT LTD,About To Sleep,2017,June,69300.00,17
MITRA INDUSTRIES LTD.,Loyal Customers,2017,June,73259.00,10
MITRA INDUSTRIES LTD.,Loyal Customers,2017,June,73259.00,6.5
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,June,69459.00,10
MM AQUA TECHNOLOGIES LTD,Customers Needing Attention,2017,June,69459.00,6
PERIWAL POLYMERS PVT LTD.,Loyal Customers,2017,June,69500.00,19
PPAP AUTOMOTIVE LIMITED,Potential Loyalists,2017,June,71700.00,2
PPAP AUTOMOTIVE LIMITED,Potential Loyalists,2017,June,71700.00,0.975
RAMANAND ENTERPRISES INDIA PVT. LTD,Loyal Customers,2017,June,68900.00,16
RAMANAND ENTERPRISES INDIA PVT. LTD,Loyal Customers,2017,June,68900.00,21
ROOP RUBBER MILLS LIMITED,Loyal Customers,2017,June,71359.00,4
